cnpj,razao_social,nome_fantasia,logradouro,numero,complemento,bairro,cidade,uf,dados_cbo
22444160000162,CLINICA MEDICA PADRE EUSTAQUIO LTDA,ESPACO MEDICO CLIMEPE,AV,,Nº530 A,SAO BENEDITO,SANTA LUZIA,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
22544165000167,SERVICOS MEDICOS SAO LOURENCO E PIRES LTDA,LOURENCO PIRES,RUA PADRE JOSÉ MARIA XAVIER ,,Nº 86 SALA 06,CENTRO,SÃO JOÃO DEL REI,MG,
22582908000193,CONFIANCE SERVICOS MEDICOS LTDA,UROVITTA,AVENIDA GETÚLIO VARGAS - ATÉ 712 - LADO ,,"Nº 230, 3º ANDAR, SALA 307",MARTINS,UBERLÂNDIA,MG,"{""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}}"
22613791000168,CLINICA DE FISIOTERAPIA ALINHAR LTDA,ALINHAR STUDIO DE PILATES & FISIOTERAPIA,RUA WASHINGTON LUIZ,,260,SAO JOAO,BOM DESPACHO,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
22618851000135,LUBITO E FEDATO SERVICOS MEDICOS LTDA,LUBITO E FEDATO SERVIÇOS MEDICOS LTDA,AV,,2477 SALA 06  BLOCO E,SANTOS DUMOND,UBERABA,MG,"{""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}}"
22640643000132,INSTITUTO DE ECODOPPLERCARDIOGRAFIA EIRELI,UNICORDIS-TORAXCENTER,RUA GONÇALVES DIAS                      ,,506,FUNCIONÁRIOS        ,BELO HORIZONTE,MG,"{""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
22730206604,FABIO CARNEIRO CORREA,FABIO CARNEIRO CORREA,RUA,,"N 339, SALAS 401/402",SANTA EFIGENIA,BELO HORIZONTE,MG,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
22805984000110,RESSONANCIA MAGNETICA PARACATU LTDA,VITA MEDICINA E DIAGNOSTICOS,AV,,1540,CENTRO,PARACATU,MG,"{""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}}"
22816637000193,BRANDAO SILVA E SILVA MEDICINA E SAUDE LTDA,CLIM - CLINICA MEDICA ESPECIALIZADA,R,,48,CENTRO,SANTA BÁRBARA,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
22823824000102,CENTRO MEDICO INOVAR LTDA,INOVAR,AV,,445 SALA 403,CENTRO,CONSELHEIRO LAFAIETE,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""223905"": {""profissao"": ""Terapeuta"", ""especialidades"": [""ocupacional""]}, ""225112"": {""profissao"": ""Médico"", ""especialidades"": [""neurologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225135"": {""profissao"": ""Médico"", ""especialidades"": [""dermatologista""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
22834960000190,KIDS LIFE CENTER LTDA ME,KIDS LIFE CENTER LTDA ME,R JOSÉ VALIAS - LADO PAR,,Nº 40  SALA 04,SAUDADE - B JESUS,POUSO ALEGRE,MG,
22902635000117,OCULAR CLINIC,OCULAR CLINIC OFTALMOLOGIA LTDA,R,,N 344 - 1º ANDAR SALA 05,CENTRO,SETE LAGOAS,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
22914205000115,CLINICA DE FONOAUDIOLOGIA FISIOTERAPIA PSICOLOGIA MULTCLINICA LTDA,MULTCLINICA,R FLOR DO CAMPO,,54,JD ROSAS - 2ª SEÇÃO ,IBIRITÉ,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""223905"": {""profissao"": ""Terapeuta"", ""especialidades"": [""ocupacional""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
22919058000176,IAG - INSTITUTO DE ANGIOLOGIA E GASTROENTEROLOGIA LTDA,IAG - INSTITUTO DE ANGIOLOGIA E GASTROENTEROLOGIA,RUA RAFAEL MARINO NETO ,,"Nº 600 SALA 02, PISO 04",JARDIM KARAÍBA,UBERLÂNDIA,MG,"{""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}}"
22938581000140,ANTONIO AUGUSTO PONTELLO NEVES OTORRINOLARINGOLOGIA LTDA,ANTONIO PONTELLO-CEOF,R,,Nº 297 SALA 05,CENTRO,SETE LAGOAS,MG,"{""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225275"": {""profissao"": ""Médico"", ""especialidades"": [""otorrinolaringologista""]}}"
22990402691,MARCOS SALES DE REZENDE,MARCOS SALES DE REZENDE,R CEARÁ - ATÉ 399/400,,"N 161, SALA 501",STA EFIGÊNIA,BELO HORIZONTE,MG,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
23097104001567,DAVITA BRASIL PARTICIPACOES E SERVICOS DE NEFROLOGIA LTDA,DAVITA BRASIL PARTICIPACOES E SERVICOS DE NEFROLOGIA LTDA,AVENIDA GETÚLIO VARGAS - ATÉ 749 - LADO ,,Nº 961,CENTRO,UBERLÂNDIA,MG,
23097104001648,DAVITA BRASIL PARTICIPAÇÕES E SERVIÇOS DE NEFROLOGIA LTDA,DAVITA BRASIL PARTICIPAÇÕES E SERVIÇOS DE NEFROLOGIA LTDA,AV,,3020,SAO MATEUS,JUIZ DE FORA,MG,
23099732000186,CLINICA DE FISIOTERAPIA SANTA CLARA LTDA,CRESC,R,,,INDUSTRIAL,ARAGUARI,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
23109754000180,CORPORALIS CLINICA DE FISIOTERAPIA LTDA,CORPORALIS - CLINICA DE FISIOTERAPIA LTDA,AV. PADRE ALMIR NEVES DE MEDEIROS       ,,N 225,CENTRO              ,PATOS DE MINAS,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
23169846000155,ONCORP ITABIRA SERVIÇOS MEDICOS LTDA,ONCORP ITABIRA,R,,135,PENHA,ITABIRA,MG,
23182773000131,CENTRO DE INFUSAO DE UBA LTDA,CENTRO DE INFUSAO,R,,40,CENTRO,UBÁ,MG,"{""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}}"
23202527000102,TAHAN CENTRO DE INFUSAO LTDA - ME,TAHAN CENTRO DE INFUSAO LTDA,R DEZESSEIS - DE 390/391 A 2398/2399,,1648 2º ANDAR,CENTRO,ITUIUTABA,MG,
23253248000160,INSTITUTO MINEIRO DE UROGINECOLOGIA LTDA,NUCLEO MINEIRO DE UROGINECOLOGIA,AV,,2646 SALA 1501,SANTA EFIGENIA,BELO HORIZONTE,MG,"{""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}}"
23369915000174,SAMANTHA BARBOSA GUIMARAES ALVES,RENOV SAUDE,RUA GUAPORÉ,,Nº 50,VILA SUMARÉ,MONTES CLAROS,MG,"{""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
23375306000128,CENTRO DE TRATAMENTO DE CALCULOS RENAL E BILIAR MARIA DE LOURDES DRUMM,LITHOCENTRO,R,,N 179,SANTA EFIGENIA,BELO HORIZONTE,MG,"{""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
23499521000130,ADELIA MARIA DE AVILA - PSICOLOGA,ADELIA AVILA CLINICA PSICOLOGICA,R S FRANCISCO,,451,S BENEDITO,POÇOS DE CALDAS,MG,"{""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
23503340000130,HOSPITAL DIA LAGOA SANTA LTDA,HOSPITAL DIA LAGOA SANTA,R,,LOJA 01,SANTOS DUMONT II,LAGOA SANTA,MG,
23513453000117,CENTRO MEDICO DE CARDIOLOGIA LTDA,CARDIOCENTER,R DR ROCHA,,837 SALA 03,CENTRO,PEDRO LEOPOLDO,MG,"{""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}}"
23573856691,RICARDO ANTONIO ALVES FERREIRA,RICARDO ANTONIO ALVES FERREIRA,AV,,N 56,CENTRO,UBA,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
23727715000146,CLINICA ZIMMERMMANN LTDA,CLINICA ZIMMERMMANN LTDA,AVENIDA BARÃO DO RIO BRANCO - DE 1584 A ,,"Nº 2406, SALAS 1101 E 1110",CENTRO,JUIZ DE FORA,MG,"{""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}}"
23775018000160,LABORATORIO ANDREIA MARIA GARCIA TRINDADE LTDA,LABORATORIO OSWALDO CRUZ,R,,N 390,CENTRO,CAMPO BELO,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
23775274000158,ARTICULAR SERVICOS MEDICOS E DE IMAGEM LTDA -,CLINICA ARTICULAR,R,,"DOUTOR ONOFRE, Nº 45",CENTRO,TEOFILO OTONI,MG,"{""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
23780885000194,LABORATORIO DE ANALISES CLINICAS J.G. FIGUEIREDO S/S LTDA,LABORATORIO DE ANALISES CLINICAS J G FIGUEIREDO S/S LTDA - ME,R: JOSE BRUNO,,N 89,MOCOQUINHA,SÃO SEBASTIÃO DO PAR,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
23817318000165,CLINICA ACOR LTDA.,UNICLINICA BH,R,,84,VILA CLORIS,BELO HORIZONTE,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""225118"": {""profissao"": ""Médico"", ""especialidades"": [""nutrologista""]}, ""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225133"": {""profissao"": ""Médico"", ""especialidades"": [""psiquiatra""]}, ""225136"": {""profissao"": ""Médico"", ""especialidades"": [""reumatologista""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
23847221000103,CENTRO DE FISIOTERAPIA ELDORADO LTDA,ASSIST FISIOTERAPIA,AV,,5369,ELDORADO,CONTAGEM,MG,"{""223710"": {""profissao"": ""Nutricionista"", ""especialidades"": []}, ""223810"": {""profissao"": ""Fonoaudiólogo"", ""especialidades"": [""geral""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}, ""251510"": {""profissao"": ""Psicólogo"", ""especialidades"": [""clínico""]}}"
23851520000103,SERVICOS DE DIAGNOSTICO ENDOSCOPICO EM GASTROENTEROLOGIA LTDA,S.E.D.I.G,RUA GRÃO PARÁ - ATÉ 399/400,,N 85 CONJ 03,SANTA EFIGÊNIA,BELO HORIZONTE,MG,"{""225127"": {""profissao"": ""Médico"", ""especialidades"": [""pneumologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
23855617000194,LABORATORIO DR. ITAMAR PINTO LTDA,LABORATORIO DR. ITAMAR PINTO,R                                       ,,Nº 591 - LOJA 01,CENTRO              ,BARBACENA,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
23894813000178,AIMEE SERVICOS EM SAUDE LTDA,AIMEE SAUDE,RUA DOUTOR SOTHER RAMOS COUTO,,N° 71 - SALA 104,FATIMA,DIAMANTINA,MG,"{""225155"": {""profissao"": ""Médico"", ""especialidades"": [""endocrinologista e metabologista""]}, ""225180"": {""profissao"": ""Médico"", ""especialidades"": [""geriatra""]}}"
23908064000190,COOPERATIVA DOS ANESTESIOLOGISTAS DE MINAS GERAIS LTDA-COOPANEST MG,COOPANEST MG,RUA,,,CIDADE JARDIM,BELO HORIZONTE,MG,"{""225109"": {""profissao"": ""Médico"", ""especialidades"": [""nefrologista""]}, ""225115"": {""profissao"": ""Médico"", ""especialidades"": [""angiologista""]}, ""225120"": {""profissao"": ""Médico"", ""especialidades"": [""cardiologista""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225140"": {""profissao"": ""Médico"", ""especialidades"": [""do trabalho""]}, ""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225215"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião de cabeça e pescoço""]}, ""225220"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião do aparelho digestivo""]}, ""225230"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião pediátrico""]}, ""225235"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião plástico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}, ""225255"": {""profissao"": ""Médico"", ""especialidades"": [""mastologista""]}, ""225260"": {""profissao"": ""Médico"", ""especialidades"": [""neurocirurgião""]}, ""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225270"": {""profissao"": ""Médico"", ""especialidades"": [""ortopedista e traumatologista""]}, ""225280"": {""profissao"": ""Médico"", ""especialidades"": [""coloproctologista""]}, ""225285"": {""profissao"": ""Médico"", ""especialidades"": [""urologista""]}, ""225295"": {""profissao"": ""Médico"", ""especialidades"": [""cirurgião da mão""]}}"
23930068000175,LABORMED LABORATORIO DE A E PESQUISAS CLINICAS LTDA,LABORMED,RUA MACHADO DE ASSIS - ATÉ 929/930,,Nº 125,CENTRO,UBERLÂNDIA,MG,"{""225305"": {""profissao"": ""Médico"", ""especialidades"": [""citopatologista""]}, ""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
23967231000174,CLINICA CRESCER LTDA,CLINICA CRESCER,PC,,N 109,CENTRO,DORES DO INDAIA,MG,"{""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}, ""225125"": {""profissao"": ""Médico"", ""especialidades"": [""clínico""]}, ""225250"": {""profissao"": ""Médico"", ""especialidades"": [""ginecologista e obstetra""]}}"
23968209000220,CLIMEDE - CLINICA MEDICA E DENTARIA LTDA,RADIODONTO,AV,,N 380 LOJA 03,CENTRO,CONSELHEIRO LAFAIETE,MG,"{""223260"": {""profissao"": ""Cirurgião"", ""especialidades"": [""dentista - radiologista""]}}"
23969421000120,LABORATORIO FERRARI & SEABRA LTDA,LABORATORIO ANACLIN,RUA PADRE ALCIDES                       ,,N 41,CENTRO              ,CONGONHAS,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
23984141000191,CRI - CENTRO DE RESSONANCIA MAGNETICA DE ITABIRA,CRI - CENTRO DE RESSONANCIA MAGNETICA DE ITABIRA,AV CARLOS D DE ANDRADE,,Nº 51,CENTRO,ITABIRA,MG,
24051070000137,CLINICA RADIOLOGICA DR LAURO BAPTISTA MACHADO S/S,CLINICA RAD. DR. LAURO BAPTISTA MACHADO LTDA,RUA SEGISMUNDO MENDES ,,557,CENTRO,UBERABA,MG,"{""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225320"": {""profissao"": ""Médico"", ""especialidades"": [""radiologia e diagnóstico por imagem""]}}"
24184597000130,MEDLIFE JF ASSISTENCIA MEDICA LTDA,MEDLIFE JF ASSISTENCIA MEDICA LTDA,AVENIDA SAMPAIO ,,Nº 375,CENTRO,JUIZ DE FORA,MG,
24448933000104,NUCLEO DE SAUDE MINAS GERAIS LTDA,CLÍNICA SUPER SAUDE,"AV BRASILIA,1238",,1238,DUQUESA I (SAO BENED,SANTA LUZIA,MG,
24484903687,SONIA REGINA ALMEIDA ALVES PINHEIRO,SONIA REGINA ALMEIDA ALVES PINHEIRO,AV,,SALA 1303,FUNCIONARIOS,BELO HORIZONTE,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
24571187000141,GED CLIN - CLINICA DE GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA LTDA,GED CLIN,RUA NESTOR LEITE DE MATOS,,Nº 45,MANOEL RIBEIRO SOBRI,CARATINGA,MG,"{""225151"": {""profissao"": ""Médico"", ""especialidades"": [""anestesiologista""]}, ""225165"": {""profissao"": ""Médico"", ""especialidades"": [""gastroenterologista""]}, ""225310"": {""profissao"": ""Médico"", ""especialidades"": [""endoscopia""]}}"
24588651000102,GOMES E VIANA SERVICOS LABORATORIAIS LTDA,REDE LAB VIDA,R: SANTA TEREZA,,Nº 259 - LOJAS 1 E 2,CENTRO,TEIXEIRAS,MG,"{""225335"": {""profissao"": ""Médico"", ""especialidades"": [""patologista clínico / medicina laboratorial""]}}"
24722301000197,TGD SAUDE LTDA,INCENTRO MEDICINA INTEGRADA,AV PREF JOÃO DAHER,,"Nº 888, SALAS 505 A 509",LUNDCEA,LAGOA SANTA,MG,
24782548000107,J.H.MAZZOCHI CLINICA MEDICA LTDA,J.H.MAZZOCHI CLINICA MEDICA LTDA,RUA JOÃO PAULINO DAMASCENO - DE 739/740 ,,Nº 903,SANTA RITA,ALFENAS,MG,
24786340000158,02 CTG - CENTRO DE TTO DE FERIDAS E MEDICINA HIPERBARICA LTDA,O2 CTG - CENTRO DE TTO DE FERIDAS E MEDICINA,R CASUARINAS,,64 FUNDOS - ELDORADO,ELDORADO,CONTAGEM,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}, ""225345"": {""profissao"": ""Médico"", ""especialidades"": [""hiperbarista""]}}"
24919330000143,MERKIA MACHADO TOLEDO,MERKIA MACHADO TOLEDO,R AFONSO PENA,,Nº 500 - SALA 09,CENTRO,UNAÍ,MG,"{""225124"": {""profissao"": ""Médico"", ""especialidades"": [""pediatra""]}}"
24970366000151,PREVENCOR UBERLANDIA CLINICA CARDIOLOGICA LTDA,PREVENCOR,R BERNARDO CUPERTINO - ATÉ 748/749,,Nº 365,MARTINS,UBERLÂNDIA,MG,
24985728000188,SOCIEDADE OFTALMOLOGICA NOVALIMENSE LTDA,CLINICA OLHARE,R,,Nº 158,CENTRO,NOVA LIMA,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
25004332000175,FOCUS OFTALMOLOGIA LTDA,CLINICA DE OLHOS SANTA LUZIA,R PE PEDRO PINTO - ATÉ 1084 - LADO PAR,,422 4 ANDAR SALA 401,V NOVA,BELO HORIZONTE,MG,"{""225265"": {""profissao"": ""Médico"", ""especialidades"": [""oftalmologista""]}}"
